date,researcher,screening_round,extract,extract_fraction,concentration,organism,biological_rep,technical_rep,time_point,luminescence
20190316,AG,AG7,CTRL,DMSO,0,MM,7,1,72,1116
20190316,AG,AG7,CTRL,DMSO,0,MM,7,2,72,1072
20190316,AG,AG7,CTRL,Rifampicin,0,MM,7,1,72,970
20190316,AG,AG7,CTRL,Rifampicin,0,MM,7,2,72,1010
20190316,AG,AG7,CTRL,Broth,0,MM,7,1,72,0
20190316,AG,AG7,CTRL,Broth,0,MM,7,2,72,0
20190316,AG,AG7,MC10-162,CRUDE,1000,MA,1,1,0,52
20190316,AG,AG7,MC10-162,CRUDE,1000,MA,1,2,0,48
20190316,AG,AG7,MC10-162,1,1000,MA,1,1,0,74
20190316,AG,AG7,MC10-162,1,1000,MA,1,2,0,52
20190316,AG,AG7,MC10-162,2,1000,MA,1,1,0,102
20190316,AG,AG7,MC10-162,2,1000,MA,1,2,0,86
20190316,AG,AG7,MC10-162,3,1000,MA,1,1,0,28
20190316,AG,AG7,MC10-162,3,1000,MA,1,2,0,46
20190316,AG,AG7,MC10-162,4,1000,MA,1,1,0,48
20190316,AG,AG7,MC10-162,4,1000,MA,1,2,0,62
20190316,AG,AG7,MC10-162,5,1000,MA,1,1,0,38
20190316,AG,AG7,MC10-162,5,1000,MA,1,2,0,30
20190316,AG,AG7,MC10-162,CRUDE,500,MA,1,1,0,66
20190316,AG,AG7,MC10-162,CRUDE,500,MA,1,2,0,62
20190316,AG,AG7,MC10-162,1,500,MA,1,1,0,76
20190316,AG,AG7,MC10-162,1,500,MA,1,2,0,58
20190316,AG,AG7,MC10-162,2,500,MA,1,1,0,94
20190316,AG,AG7,MC10-162,2,500,MA,1,2,0,84
20190316,AG,AG7,MC10-162,3,500,MA,1,1,0,34
20190316,AG,AG7,MC10-162,3,500,MA,1,2,0,44
20190316,AG,AG7,MC10-162,4,500,MA,1,1,0,60
20190316,AG,AG7,MC10-162,4,500,MA,1,2,0,74
20190316,AG,AG7,MC10-162,5,500,MA,1,1,0,34
20190316,AG,AG7,MC10-162,5,500,MA,1,2,0,44
20190316,AG,AG7,MC10-162,CRUDE,250,MA,1,1,0,74
20190316,AG,AG7,MC10-162,CRUDE,250,MA,1,2,0,66
20190316,AG,AG7,MC10-162,1,250,MA,1,1,0,84
20190316,AG,AG7,MC10-162,1,250,MA,1,2,0,72
20190316,AG,AG7,MC10-162,2,250,MA,1,1,0,88
20190316,AG,AG7,MC10-162,2,250,MA,1,2,0,82
20190316,AG,AG7,MC10-162,3,250,MA,1,1,0,72
20190316,AG,AG7,MC10-162,3,250,MA,1,2,0,80
20190316,AG,AG7,MC10-162,4,250,MA,1,1,0,94
20190316,AG,AG7,MC10-162,4,250,MA,1,2,0,96
20190316,AG,AG7,MC10-162,5,250,MA,1,1,0,40
20190316,AG,AG7,MC10-162,5,250,MA,1,2,0,36
20190316,AG,AG7,MC10-162,CRUDE,125,MA,1,1,0,102
20190316,AG,AG7,MC10-162,CRUDE,125,MA,1,2,0,82
20190316,AG,AG7,MC10-162,1,125,MA,1,1,0,90
20190316,AG,AG7,MC10-162,1,125,MA,1,2,0,90
20190316,AG,AG7,MC10-162,2,125,MA,1,1,0,102
20190316,AG,AG7,MC10-162,2,125,MA,1,2,0,102
20190316,AG,AG7,MC10-162,3,125,MA,1,1,0,82
20190316,AG,AG7,MC10-162,3,125,MA,1,2,0,94
20190316,AG,AG7,MC10-162,4,125,MA,1,1,0,94
20190316,AG,AG7,MC10-162,4,125,MA,1,2,0,82
20190316,AG,AG7,MC10-162,5,125,MA,1,1,0,52
20190316,AG,AG7,MC10-162,5,125,MA,1,2,0,52
20190316,AG,AG7,MC10-162,CRUDE,62.5,MA,1,1,0,106
20190316,AG,AG7,MC10-162,CRUDE,62.5,MA,1,2,0,124
20190316,AG,AG7,MC10-162,1,62.5,MA,1,1,0,110
20190316,AG,AG7,MC10-162,1,62.5,MA,1,2,0,96
20190316,AG,AG7,MC10-162,2,62.5,MA,1,1,0,106
20190316,AG,AG7,MC10-162,2,62.5,MA,1,2,0,126
20190316,AG,AG7,MC10-162,3,62.5,MA,1,1,0,106
20190316,AG,AG7,MC10-162,3,62.5,MA,1,2,0,88
20190316,AG,AG7,MC10-162,4,62.5,MA,1,1,0,104
20190316,AG,AG7,MC10-162,4,62.5,MA,1,2,0,102
20190316,AG,AG7,MC10-162,5,62.5,MA,1,1,0,64
20190316,AG,AG7,MC10-162,5,62.5,MA,1,2,0,54
20190316,AG,AG7,MC10-162,CRUDE,31.25,MA,1,1,0,94
20190316,AG,AG7,MC10-162,CRUDE,31.25,MA,1,2,0,134
20190316,AG,AG7,MC10-162,1,31.25,MA,1,1,0,118
20190316,AG,AG7,MC10-162,1,31.25,MA,1,2,0,106
20190316,AG,AG7,MC10-162,2,31.25,MA,1,1,0,112
20190316,AG,AG7,MC10-162,2,31.25,MA,1,2,0,120
20190316,AG,AG7,MC10-162,3,31.25,MA,1,1,0,96
20190316,AG,AG7,MC10-162,3,31.25,MA,1,2,0,106
20190316,AG,AG7,MC10-162,4,31.25,MA,1,1,0,116
20190316,AG,AG7,MC10-162,4,31.25,MA,1,2,0,84
20190316,AG,AG7,MC10-162,5,31.25,MA,1,1,0,88
20190316,AG,AG7,MC10-162,5,31.25,MA,1,2,0,78
20190316,AG,AG7,MC10-162,CRUDE,15.625,MA,1,1,0,114
20190316,AG,AG7,MC10-162,CRUDE,15.625,MA,1,2,0,108
20190316,AG,AG7,MC10-162,1,15.625,MA,1,1,0,126
20190316,AG,AG7,MC10-162,1,15.625,MA,1,2,0,108
20190316,AG,AG7,MC10-162,2,15.625,MA,1,1,0,124
20190316,AG,AG7,MC10-162,2,15.625,MA,1,2,0,112
20190316,AG,AG7,MC10-162,3,15.625,MA,1,1,0,104
20190316,AG,AG7,MC10-162,3,15.625,MA,1,2,0,108
20190316,AG,AG7,MC10-162,4,15.625,MA,1,1,0,98
20190316,AG,AG7,MC10-162,4,15.625,MA,1,2,0,134
20190316,AG,AG7,MC10-162,5,15.625,MA,1,1,0,110
20190316,AG,AG7,MC10-162,5,15.625,MA,1,2,0,84
20190316,AG,AG7,MC10-162,CRUDE,0,MA,1,1,0,140
20190316,AG,AG7,MC10-162,CRUDE,0,MA,1,2,0,128
20190316,AG,AG7,MC10-162,1,0,MA,1,1,0,136
20190316,AG,AG7,MC10-162,1,0,MA,1,2,0,128
20190316,AG,AG7,MC10-162,2,0,MA,1,1,0,102
20190316,AG,AG7,MC10-162,2,0,MA,1,2,0,136
20190316,AG,AG7,MC10-162,3,0,MA,1,1,0,128
20190316,AG,AG7,MC10-162,3,0,MA,1,2,0,138
20190316,AG,AG7,MC10-162,4,0,MA,1,1,0,112
20190316,AG,AG7,MC10-162,4,0,MA,1,2,0,106
20190316,AG,AG7,MC10-162,5,0,MA,1,1,0,108
20190316,AG,AG7,MC10-162,5,0,MA,1,2,0,116
20190316,AG,AG7,MC10-162,CRUDE,1000,MA,1,1,24,756
20190316,AG,AG7,MC10-162,CRUDE,1000,MA,1,2,24,794
20190316,AG,AG7,MC10-162,1,1000,MA,1,1,24,378
20190316,AG,AG7,MC10-162,1,1000,MA,1,2,24,330
20190316,AG,AG7,MC10-162,2,1000,MA,1,1,24,330
20190316,AG,AG7,MC10-162,2,1000,MA,1,2,24,314
20190316,AG,AG7,MC10-162,3,1000,MA,1,1,24,104
20190316,AG,AG7,MC10-162,3,1000,MA,1,2,24,210
20190316,AG,AG7,MC10-162,4,1000,MA,1,1,24,442
20190316,AG,AG7,MC10-162,4,1000,MA,1,2,24,524
20190316,AG,AG7,MC10-162,5,1000,MA,1,1,24,120
20190316,AG,AG7,MC10-162,5,1000,MA,1,2,24,82
20190316,AG,AG7,MC10-162,CRUDE,500,MA,1,1,24,864
20190316,AG,AG7,MC10-162,CRUDE,500,MA,1,2,24,964
20190316,AG,AG7,MC10-162,1,500,MA,1,1,24,496
20190316,AG,AG7,MC10-162,1,500,MA,1,2,24,384
20190316,AG,AG7,MC10-162,2,500,MA,1,1,24,402
20190316,AG,AG7,MC10-162,2,500,MA,1,2,24,450
20190316,AG,AG7,MC10-162,3,500,MA,1,1,24,208
20190316,AG,AG7,MC10-162,3,500,MA,1,2,24,318
20190316,AG,AG7,MC10-162,4,500,MA,1,1,24,1034
20190316,AG,AG7,MC10-162,4,500,MA,1,2,24,1090
20190316,AG,AG7,MC10-162,5,500,MA,1,1,24,406
20190316,AG,AG7,MC10-162,5,500,MA,1,2,24,256
20190316,AG,AG7,MC10-162,CRUDE,250,MA,1,1,24,752
20190316,AG,AG7,MC10-162,CRUDE,250,MA,1,2,24,820
20190316,AG,AG7,MC10-162,1,250,MA,1,1,24,560
20190316,AG,AG7,MC10-162,1,250,MA,1,2,24,464
20190316,AG,AG7,MC10-162,2,250,MA,1,1,24,486
20190316,AG,AG7,MC10-162,2,250,MA,1,2,24,456
20190316,AG,AG7,MC10-162,3,250,MA,1,1,24,288
20190316,AG,AG7,MC10-162,3,250,MA,1,2,24,428
20190316,AG,AG7,MC10-162,4,250,MA,1,1,24,1120
20190316,AG,AG7,MC10-162,4,250,MA,1,2,24,1238
20190316,AG,AG7,MC10-162,5,250,MA,1,1,24,810
20190316,AG,AG7,MC10-162,5,250,MA,1,2,24,714
20190316,AG,AG7,MC10-162,CRUDE,125,MA,1,1,24,738
20190316,AG,AG7,MC10-162,CRUDE,125,MA,1,2,24,762
20190316,AG,AG7,MC10-162,1,125,MA,1,1,24,564
20190316,AG,AG7,MC10-162,1,125,MA,1,2,24,420
20190316,AG,AG7,MC10-162,2,125,MA,1,1,24,526
20190316,AG,AG7,MC10-162,2,125,MA,1,2,24,504
20190316,AG,AG7,MC10-162,3,125,MA,1,1,24,324
20190316,AG,AG7,MC10-162,3,125,MA,1,2,24,508
20190316,AG,AG7,MC10-162,4,125,MA,1,1,24,1108
20190316,AG,AG7,MC10-162,4,125,MA,1,2,24,1270
20190316,AG,AG7,MC10-162,5,125,MA,1,1,24,1060
20190316,AG,AG7,MC10-162,5,125,MA,1,2,24,708
20190316,AG,AG7,MC10-162,CRUDE,62.5,MA,1,1,24,544
20190316,AG,AG7,MC10-162,CRUDE,62.5,MA,1,2,24,624
20190316,AG,AG7,MC10-162,1,62.5,MA,1,1,24,546
20190316,AG,AG7,MC10-162,1,62.5,MA,1,2,24,388
20190316,AG,AG7,MC10-162,2,62.5,MA,1,1,24,470
20190316,AG,AG7,MC10-162,2,62.5,MA,1,2,24,614
20190316,AG,AG7,MC10-162,3,62.5,MA,1,1,24,566
20190316,AG,AG7,MC10-162,3,62.5,MA,1,2,24,602
20190316,AG,AG7,MC10-162,4,62.5,MA,1,1,24,966
20190316,AG,AG7,MC10-162,4,62.5,MA,1,2,24,1248
20190316,AG,AG7,MC10-162,5,62.5,MA,1,1,24,1124
20190316,AG,AG7,MC10-162,5,62.5,MA,1,2,24,904
20190316,AG,AG7,MC10-162,CRUDE,31.25,MA,1,1,24,484
20190316,AG,AG7,MC10-162,CRUDE,31.25,MA,1,2,24,528
20190316,AG,AG7,MC10-162,1,31.25,MA,1,1,24,628
20190316,AG,AG7,MC10-162,1,31.25,MA,1,2,24,504
20190316,AG,AG7,MC10-162,2,31.25,MA,1,1,24,438
20190316,AG,AG7,MC10-162,2,31.25,MA,1,2,24,526
20190316,AG,AG7,MC10-162,3,31.25,MA,1,1,24,590
20190316,AG,AG7,MC10-162,3,31.25,MA,1,2,24,666
20190316,AG,AG7,MC10-162,4,31.25,MA,1,1,24,994
20190316,AG,AG7,MC10-162,4,31.25,MA,1,2,24,1248
20190316,AG,AG7,MC10-162,5,31.25,MA,1,1,24,1082
20190316,AG,AG7,MC10-162,5,31.25,MA,1,2,24,1026
20190316,AG,AG7,MC10-162,CRUDE,15.625,MA,1,1,24,480
20190316,AG,AG7,MC10-162,CRUDE,15.625,MA,1,2,24,478
20190316,AG,AG7,MC10-162,1,15.625,MA,1,1,24,322
20190316,AG,AG7,MC10-162,1,15.625,MA,1,2,24,602
20190316,AG,AG7,MC10-162,2,15.625,MA,1,1,24,538
20190316,AG,AG7,MC10-162,2,15.625,MA,1,2,24,528
20190316,AG,AG7,MC10-162,3,15.625,MA,1,1,24,642
20190316,AG,AG7,MC10-162,3,15.625,MA,1,2,24,690
20190316,AG,AG7,MC10-162,4,15.625,MA,1,1,24,902
20190316,AG,AG7,MC10-162,4,15.625,MA,1,2,24,1092
20190316,AG,AG7,MC10-162,5,15.625,MA,1,1,24,1174
20190316,AG,AG7,MC10-162,5,15.625,MA,1,2,24,1090
20190316,AG,AG7,MC10-162,CRUDE,0,MA,1,1,24,340
20190316,AG,AG7,MC10-162,CRUDE,0,MA,1,2,24,356
20190316,AG,AG7,MC10-162,1,0,MA,1,1,24,400
20190316,AG,AG7,MC10-162,1,0,MA,1,2,24,364
20190316,AG,AG7,MC10-162,2,0,MA,1,1,24,696
20190316,AG,AG7,MC10-162,2,0,MA,1,2,24,660
20190316,AG,AG7,MC10-162,3,0,MA,1,1,24,648
20190316,AG,AG7,MC10-162,3,0,MA,1,2,24,794
20190316,AG,AG7,MC10-162,4,0,MA,1,1,24,914
20190316,AG,AG7,MC10-162,4,0,MA,1,2,24,968
20190316,AG,AG7,MC10-162,5,0,MA,1,1,24,1106
20190316,AG,AG7,MC10-162,5,0,MA,1,2,24,1008
20190316,AG,AG7,MC10-162,CRUDE,1000,MA,1,1,48,5480
20190316,AG,AG7,MC10-162,CRUDE,1000,MA,1,2,48,5524
20190316,AG,AG7,MC10-162,1,1000,MA,1,1,48,6906
20190316,AG,AG7,MC10-162,1,1000,MA,1,2,48,6664
20190316,AG,AG7,MC10-162,2,1000,MA,1,1,48,3806
20190316,AG,AG7,MC10-162,2,1000,MA,1,2,48,4184
20190316,AG,AG7,MC10-162,3,1000,MA,1,1,48,1734
20190316,AG,AG7,MC10-162,3,1000,MA,1,2,48,3590
20190316,AG,AG7,MC10-162,4,1000,MA,1,1,48,4610
20190316,AG,AG7,MC10-162,4,1000,MA,1,2,48,8640
20190316,AG,AG7,MC10-162,5,1000,MA,1,1,48,6944
20190316,AG,AG7,MC10-162,5,1000,MA,1,2,48,7416
20190316,AG,AG7,MC10-162,CRUDE,500,MA,1,1,48,5726
20190316,AG,AG7,MC10-162,CRUDE,500,MA,1,2,48,8400
20190316,AG,AG7,MC10-162,1,500,MA,1,1,48,10918
20190316,AG,AG7,MC10-162,1,500,MA,1,2,48,7988
20190316,AG,AG7,MC10-162,2,500,MA,1,1,48,5508
20190316,AG,AG7,MC10-162,2,500,MA,1,2,48,5542
20190316,AG,AG7,MC10-162,3,500,MA,1,1,48,5400
20190316,AG,AG7,MC10-162,3,500,MA,1,2,48,8102
20190316,AG,AG7,MC10-162,4,500,MA,1,1,48,9106
20190316,AG,AG7,MC10-162,4,500,MA,1,2,48,9280
20190316,AG,AG7,MC10-162,5,500,MA,1,1,48,9794
20190316,AG,AG7,MC10-162,5,500,MA,1,2,48,10640
20190316,AG,AG7,MC10-162,CRUDE,250,MA,1,1,48,9852
20190316,AG,AG7,MC10-162,CRUDE,250,MA,1,2,48,9340
20190316,AG,AG7,MC10-162,1,250,MA,1,1,48,9416
20190316,AG,AG7,MC10-162,1,250,MA,1,2,48,8328
20190316,AG,AG7,MC10-162,2,250,MA,1,1,48,7336
20190316,AG,AG7,MC10-162,2,250,MA,1,2,48,7206
20190316,AG,AG7,MC10-162,3,250,MA,1,1,48,7674
20190316,AG,AG7,MC10-162,3,250,MA,1,2,48,8856
20190316,AG,AG7,MC10-162,4,250,MA,1,1,48,12790
20190316,AG,AG7,MC10-162,4,250,MA,1,2,48,12920
20190316,AG,AG7,MC10-162,5,250,MA,1,1,48,9414
20190316,AG,AG7,MC10-162,5,250,MA,1,2,48,8212
20190316,AG,AG7,MC10-162,CRUDE,125,MA,1,1,48,12878
20190316,AG,AG7,MC10-162,CRUDE,125,MA,1,2,48,11346
20190316,AG,AG7,MC10-162,1,125,MA,1,1,48,9172
20190316,AG,AG7,MC10-162,1,125,MA,1,2,48,8584
20190316,AG,AG7,MC10-162,2,125,MA,1,1,48,8696
20190316,AG,AG7,MC10-162,2,125,MA,1,2,48,8894
20190316,AG,AG7,MC10-162,3,125,MA,1,1,48,7106
20190316,AG,AG7,MC10-162,3,125,MA,1,2,48,8726
20190316,AG,AG7,MC10-162,4,125,MA,1,1,48,12364
20190316,AG,AG7,MC10-162,4,125,MA,1,2,48,13832
20190316,AG,AG7,MC10-162,5,125,MA,1,1,48,10370
20190316,AG,AG7,MC10-162,5,125,MA,1,2,48,9810
20190316,AG,AG7,MC10-162,CRUDE,62.5,MA,1,1,48,11754
20190316,AG,AG7,MC10-162,CRUDE,62.5,MA,1,2,48,10638
20190316,AG,AG7,MC10-162,1,62.5,MA,1,1,48,6300
20190316,AG,AG7,MC10-162,1,62.5,MA,1,2,48,6880
20190316,AG,AG7,MC10-162,2,62.5,MA,1,1,48,7468
20190316,AG,AG7,MC10-162,2,62.5,MA,1,2,48,8790
20190316,AG,AG7,MC10-162,3,62.5,MA,1,1,48,9934
20190316,AG,AG7,MC10-162,3,62.5,MA,1,2,48,9892
20190316,AG,AG7,MC10-162,4,62.5,MA,1,1,48,12670
20190316,AG,AG7,MC10-162,4,62.5,MA,1,2,48,14665
20190316,AG,AG7,MC10-162,5,62.5,MA,1,1,48,11094
20190316,AG,AG7,MC10-162,5,62.5,MA,1,2,48,10754
20190316,AG,AG7,MC10-162,CRUDE,31.25,MA,1,1,48,9854
20190316,AG,AG7,MC10-162,CRUDE,31.25,MA,1,2,48,8232
20190316,AG,AG7,MC10-162,1,31.25,MA,1,1,48,6516
20190316,AG,AG7,MC10-162,1,31.25,MA,1,2,48,6940
20190316,AG,AG7,MC10-162,2,31.25,MA,1,1,48,6854
20190316,AG,AG7,MC10-162,2,31.25,MA,1,2,48,7342
20190316,AG,AG7,MC10-162,3,31.25,MA,1,1,48,8660
20190316,AG,AG7,MC10-162,3,31.25,MA,1,2,48,9452
20190316,AG,AG7,MC10-162,4,31.25,MA,1,1,48,11978
20190316,AG,AG7,MC10-162,4,31.25,MA,1,2,48,13368
20190316,AG,AG7,MC10-162,5,31.25,MA,1,1,48,10890
20190316,AG,AG7,MC10-162,5,31.25,MA,1,2,48,10992
20190316,AG,AG7,MC10-162,CRUDE,15.625,MA,1,1,48,8402
20190316,AG,AG7,MC10-162,CRUDE,15.625,MA,1,2,48,7110
20190316,AG,AG7,MC10-162,1,15.625,MA,1,1,48,5884
20190316,AG,AG7,MC10-162,1,15.625,MA,1,2,48,6606
20190316,AG,AG7,MC10-162,2,15.625,MA,1,1,48,7164
20190316,AG,AG7,MC10-162,2,15.625,MA,1,2,48,7296
20190316,AG,AG7,MC10-162,3,15.625,MA,1,1,48,9478
20190316,AG,AG7,MC10-162,3,15.625,MA,1,2,48,8674
20190316,AG,AG7,MC10-162,4,15.625,MA,1,1,48,10422
20190316,AG,AG7,MC10-162,4,15.625,MA,1,2,48,12958
20190316,AG,AG7,MC10-162,5,15.625,MA,1,1,48,10096
20190316,AG,AG7,MC10-162,5,15.625,MA,1,2,48,11224
20190316,AG,AG7,MC10-162,CRUDE,0,MA,1,1,48,5496
20190316,AG,AG7,MC10-162,CRUDE,0,MA,1,2,48,5656
20190316,AG,AG7,MC10-162,1,0,MA,1,1,48,6180
20190316,AG,AG7,MC10-162,1,0,MA,1,2,48,5774
20190316,AG,AG7,MC10-162,2,0,MA,1,1,48,6772
20190316,AG,AG7,MC10-162,2,0,MA,1,2,48,7108
20190316,AG,AG7,MC10-162,3,0,MA,1,1,48,8524
20190316,AG,AG7,MC10-162,3,0,MA,1,2,48,10032
20190316,AG,AG7,MC10-162,4,0,MA,1,1,48,11450
20190316,AG,AG7,MC10-162,4,0,MA,1,2,48,11482
20190316,AG,AG7,MC10-162,5,0,MA,1,1,48,12956
20190316,AG,AG7,MC10-162,5,0,MA,1,2,48,11066
20190316,AG,AG7,MC10-162,CRUDE,1000,MA,1,1,72,16253
20190316,AG,AG7,MC10-162,CRUDE,1000,MA,1,2,72,13692
20190316,AG,AG7,MC10-162,1,1000,MA,1,1,72,10970
20190316,AG,AG7,MC10-162,1,1000,MA,1,2,72,9984
20190316,AG,AG7,MC10-162,2,1000,MA,1,1,72,7196
20190316,AG,AG7,MC10-162,2,1000,MA,1,2,72,7430
20190316,AG,AG7,MC10-162,3,1000,MA,1,1,72,6310
20190316,AG,AG7,MC10-162,3,1000,MA,1,2,72,7750
20190316,AG,AG7,MC10-162,4,1000,MA,1,1,72,10098
20190316,AG,AG7,MC10-162,4,1000,MA,1,2,72,8368
20190316,AG,AG7,MC10-162,5,1000,MA,1,1,72,18767
20190316,AG,AG7,MC10-162,5,1000,MA,1,2,72,14889
20190316,AG,AG7,MC10-162,CRUDE,500,MA,1,1,72,15101
20190316,AG,AG7,MC10-162,CRUDE,500,MA,1,2,72,17591
20190316,AG,AG7,MC10-162,1,500,MA,1,1,72,13142
20190316,AG,AG7,MC10-162,1,500,MA,1,2,72,11266
20190316,AG,AG7,MC10-162,2,500,MA,1,1,72,10394
20190316,AG,AG7,MC10-162,2,500,MA,1,2,72,10506
20190316,AG,AG7,MC10-162,3,500,MA,1,1,72,10216
20190316,AG,AG7,MC10-162,3,500,MA,1,2,72,11382
20190316,AG,AG7,MC10-162,4,500,MA,1,1,72,12274
20190316,AG,AG7,MC10-162,4,500,MA,1,2,72,12710
20190316,AG,AG7,MC10-162,5,500,MA,1,1,72,17987
20190316,AG,AG7,MC10-162,5,500,MA,1,2,72,16695
20190316,AG,AG7,MC10-162,CRUDE,250,MA,1,1,72,16085
20190316,AG,AG7,MC10-162,CRUDE,250,MA,1,2,72,17107
20190316,AG,AG7,MC10-162,1,250,MA,1,1,72,13182
20190316,AG,AG7,MC10-162,1,250,MA,1,2,72,12238
20190316,AG,AG7,MC10-162,2,250,MA,1,1,72,11362
20190316,AG,AG7,MC10-162,2,250,MA,1,2,72,11298
20190316,AG,AG7,MC10-162,3,250,MA,1,1,72,13476
20190316,AG,AG7,MC10-162,3,250,MA,1,2,72,13382
20190316,AG,AG7,MC10-162,4,250,MA,1,1,72,14873
20190316,AG,AG7,MC10-162,4,250,MA,1,2,72,15329
20190316,AG,AG7,MC10-162,5,250,MA,1,1,72,16251
20190316,AG,AG7,MC10-162,5,250,MA,1,2,72,16561
20190316,AG,AG7,MC10-162,CRUDE,125,MA,1,1,72,15255
20190316,AG,AG7,MC10-162,CRUDE,125,MA,1,2,72,15653
20190316,AG,AG7,MC10-162,1,125,MA,1,1,72,13064
20190316,AG,AG7,MC10-162,1,125,MA,1,2,72,12306
20190316,AG,AG7,MC10-162,2,125,MA,1,1,72,12654
20190316,AG,AG7,MC10-162,2,125,MA,1,2,72,11462
20190316,AG,AG7,MC10-162,3,125,MA,1,1,72,13064
20190316,AG,AG7,MC10-162,3,125,MA,1,2,72,14040
20190316,AG,AG7,MC10-162,4,125,MA,1,1,72,14259
20190316,AG,AG7,MC10-162,4,125,MA,1,2,72,14753
20190316,AG,AG7,MC10-162,5,125,MA,1,1,72,16119
20190316,AG,AG7,MC10-162,5,125,MA,1,2,72,14951
20190316,AG,AG7,MC10-162,CRUDE,62.5,MA,1,1,72,13892
20190316,AG,AG7,MC10-162,CRUDE,62.5,MA,1,2,72,13794
20190316,AG,AG7,MC10-162,1,62.5,MA,1,1,72,11498
20190316,AG,AG7,MC10-162,1,62.5,MA,1,2,72,12508
20190316,AG,AG7,MC10-162,2,62.5,MA,1,1,72,12990
20190316,AG,AG7,MC10-162,2,62.5,MA,1,2,72,13250
20190316,AG,AG7,MC10-162,3,62.5,MA,1,1,72,14799
20190316,AG,AG7,MC10-162,3,62.5,MA,1,2,72,15083
20190316,AG,AG7,MC10-162,4,62.5,MA,1,1,72,14887
20190316,AG,AG7,MC10-162,4,62.5,MA,1,2,72,15109
20190316,AG,AG7,MC10-162,5,62.5,MA,1,1,72,15375
20190316,AG,AG7,MC10-162,5,62.5,MA,1,2,72,14931
20190316,AG,AG7,MC10-162,CRUDE,31.25,MA,1,1,72,12824
20190316,AG,AG7,MC10-162,CRUDE,31.25,MA,1,2,72,12206
20190316,AG,AG7,MC10-162,1,31.25,MA,1,1,72,11852
20190316,AG,AG7,MC10-162,1,31.25,MA,1,2,72,12996
20190316,AG,AG7,MC10-162,2,31.25,MA,1,1,72,12714
20190316,AG,AG7,MC10-162,2,31.25,MA,1,2,72,13282
20190316,AG,AG7,MC10-162,3,31.25,MA,1,1,72,12970
20190316,AG,AG7,MC10-162,3,31.25,MA,1,2,72,14211
20190316,AG,AG7,MC10-162,4,31.25,MA,1,1,72,14653
20190316,AG,AG7,MC10-162,4,31.25,MA,1,2,72,15371
20190316,AG,AG7,MC10-162,5,31.25,MA,1,1,72,15491
20190316,AG,AG7,MC10-162,5,31.25,MA,1,2,72,14271
20190316,AG,AG7,MC10-162,CRUDE,15.625,MA,1,1,72,14110
20190316,AG,AG7,MC10-162,CRUDE,15.625,MA,1,2,72,12812
20190316,AG,AG7,MC10-162,1,15.625,MA,1,1,72,12506
20190316,AG,AG7,MC10-162,1,15.625,MA,1,2,72,12498
20190316,AG,AG7,MC10-162,2,15.625,MA,1,1,72,12952
20190316,AG,AG7,MC10-162,2,15.625,MA,1,2,72,12690
20190316,AG,AG7,MC10-162,3,15.625,MA,1,1,72,14215
20190316,AG,AG7,MC10-162,3,15.625,MA,1,2,72,13904
20190316,AG,AG7,MC10-162,4,15.625,MA,1,1,72,13946
20190316,AG,AG7,MC10-162,4,15.625,MA,1,2,72,14753
20190316,AG,AG7,MC10-162,5,15.625,MA,1,1,72,14339
20190316,AG,AG7,MC10-162,5,15.625,MA,1,2,72,14225
20190316,AG,AG7,MC10-162,CRUDE,0,MA,1,1,72,14521
20190316,AG,AG7,MC10-162,CRUDE,0,MA,1,2,72,13142
20190316,AG,AG7,MC10-162,1,0,MA,1,1,72,13594
20190316,AG,AG7,MC10-162,1,0,MA,1,2,72,10646
20190316,AG,AG7,MC10-162,2,0,MA,1,1,72,12084
20190316,AG,AG7,MC10-162,2,0,MA,1,2,72,12434
20190316,AG,AG7,MC10-162,3,0,MA,1,1,72,12448
20190316,AG,AG7,MC10-162,3,0,MA,1,2,72,13158
20190316,AG,AG7,MC10-162,4,0,MA,1,1,72,13688
20190316,AG,AG7,MC10-162,4,0,MA,1,2,72,13556
20190316,AG,AG7,MC10-162,5,0,MA,1,1,72,14315
20190316,AG,AG7,MC10-162,5,0,MA,1,2,72,13970
20190316,AG,AG7,MC10-162,CRUDE,1000,MM,1,1,0,0
20190316,AG,AG7,MC10-162,CRUDE,1000,MM,1,2,0,4
20190316,AG,AG7,MC10-162,1,1000,MM,1,1,0,0
20190316,AG,AG7,MC10-162,1,1000,MM,1,2,0,4
20190316,AG,AG7,MC10-162,2,1000,MM,1,1,0,4
20190316,AG,AG7,MC10-162,2,1000,MM,1,2,0,0
20190316,AG,AG7,MC10-162,3,1000,MM,1,1,0,2
20190316,AG,AG7,MC10-162,3,1000,MM,1,2,0,2
20190316,AG,AG7,MC10-162,4,1000,MM,1,1,0,2
20190316,AG,AG7,MC10-162,4,1000,MM,1,2,0,0
20190316,AG,AG7,MC10-162,5,1000,MM,1,1,0,4
20190316,AG,AG7,MC10-162,5,1000,MM,1,2,0,2
20190316,AG,AG7,MC10-162,CRUDE,500,MM,1,1,0,4
20190316,AG,AG7,MC10-162,CRUDE,500,MM,1,2,0,4
20190316,AG,AG7,MC10-162,1,500,MM,1,1,0,2
20190316,AG,AG7,MC10-162,1,500,MM,1,2,0,0
20190316,AG,AG7,MC10-162,2,500,MM,1,1,0,2
20190316,AG,AG7,MC10-162,2,500,MM,1,2,0,2
20190316,AG,AG7,MC10-162,3,500,MM,1,1,0,0
